NGA,PolityID,PolityName,Year,Pop,Terr,Cap,Hierarchy,Government,Infrastructure,Information,Money,Metal,Project,Weapon,Armor,Animal,Defense,Cavalry,Iron,IronCav,Miltech,MSP,PC_1,PC_2,threadID,Target_NGA,Scale_1,Comp
Susiana,107,ir_achaemenid_emp,-500,7.361727836017593,6.711807229041191,5.301029995663981,6.5,0.990909090909091,0.9727272727272728,0.8866666666666667,0.8333333333333334,3.0,7.0,4.1,7.6,3.0,11.13333333333333,1.0,1.0,2.0,5.972222222222221,1.0,3.652134625722199,-0.1854936781038575,1,Sogdiana,1.2242186911284898,0.946057335203264
Susiana,107,ir_achaemenid_emp,-400,7.414973347970818,6.608793373986931,5.301029995663981,6.5,0.990909090909091,0.9727272727272728,0.8866666666666667,0.8333333333333334,3.0,7.0,4.1,7.6,3.0,11.13333333333333,1.0,1.0,2.0,5.972222222222221,1.0,3.640707096233975,-0.1655066217367026,1,Sogdiana,1.202952314111165,0.946057335203264
Southern Mesopotamia,108,ir_seleucid_emp,-300,7.477121254719663,6.556302500767288,4.8750612633917,5.5,0.7777777777777778,0.9800000000000001,0.6466666666666667,0.8333333333333334,4.0,6.3,3.9,7.6,3.0,10.16666666666667,1.0,0.9,1.9,5.827777777777778,0.25,2.755432334304536,-0.1105727461282656,1,Sogdiana,0.9252420848386431,0.37561658279175997
Southern Mesopotamia,108,ir_seleucid_emp,-200,7.477121254719663,6.142232991794714,4.8750612633917,5.5,0.7777777777777778,0.9800000000000001,0.6466666666666667,0.8333333333333334,4.0,6.3,3.9,7.6,3.0,10.16666666666667,1.0,0.9,1.9,5.827777777777778,0.25,2.649238455403918,0.01329594463424614,1,Sogdiana,0.7394583915341184,0.37561658279175997
Sogdiana,350,af_greco_bactrian_k,-200,6.243038048686294,5.845098040014257,4.574031267727719,4.5,0.7625,0.8666666666666667,0.7600000000000001,0.8333333333333334,3.0,7.0,2.9,8.0,3.0,10.33333333333333,1.0,1.0,2.0,5.705555555555556,1.0,1.889327001060133,0.5438815896994758,1,Sogdiana,-0.17241098073261235,0.3698113403223061
Southern Mesopotamia,108,ir_seleucid_emp,-100,7.477121254719663,6.142232991794714,4.8750612633917,5.5,0.7777777777777778,0.9800000000000001,0.6466666666666667,0.8333333333333334,4.0,6.3,3.9,7.6,3.0,10.16666666666667,1.0,0.9,1.9,5.827777777777778,0.25,2.649238455403918,0.01329594463424614,1,Sogdiana,0.7394583915341184,0.37561658279175997
Sogdiana,127,af_kushan_emp,100,7.113943352306837,6.352182518111363,5.176091259055681,4.666666666666667,0.7777777777777778,0.8,0.7333333333333333,0.8333333333333334,4.0,5.4,5.9,8.0,3.0,10.83333333333333,1.0,1.0,2.0,6.188888888888889,1.0,2.423792569371715,-0.03802559059688711,1,Sogdiana,0.8636496614852394,0.2659947452974952
Sogdiana,127,af_kushan_emp,200,7.161368002234975,6.352182518111363,5.0,4.666666666666667,0.7777777777777778,0.8,0.7333333333333333,0.8333333333333334,4.0,5.4,5.9,8.0,3.0,10.83333333333333,1.0,1.0,2.0,6.188888888888889,1.0,2.370470749939363,-0.00347065718061531,1,Sogdiana,0.7687683166112383,0.2659947452974952
Sogdiana,127,af_kushan_emp,300,7.161368002234975,6.352182518111363,5.0,4.666666666666667,0.7777777777777778,0.8,0.7333333333333333,0.8333333333333334,4.0,5.4,5.9,8.0,3.0,10.83333333333333,1.0,1.0,2.0,6.188888888888889,1.0,2.370470749939363,-0.00347065718061531,1,Sogdiana,0.7687683166112383,0.2659947452974952
Susiana,128,ir_sassanid_emp_1,300,6.698970004336019,6.423245873936808,5.0,6.5,0.4545454545454545,0.9818181818181819,0.4933333333333334,0.8333333333333334,4.0,7.0,3.9,8.0,3.0,7.633333333333333,1.0,0.9,1.9,5.588888888888889,1.0,2.146990351061031,-0.339991613515056,1,Sogdiana,0.5839490023693422,-0.2107263012758035
Susiana,128,ir_sassanid_emp_1,400,6.698970004336019,6.498310553789601,5.397940008672037,6.5,0.4545454545454545,0.9818181818181819,0.4933333333333334,0.8333333333333334,4.0,7.0,3.9,8.0,3.0,7.633333333333333,1.0,0.9,1.9,5.588888888888889,1.0,2.316916624954944,-0.4623337854961571,1,Sogdiana,0.8822732382427093,-0.2107263012758035
Sogdiana,468,uz_sogdiana_city_states,700,4.511883360978874,4.176091259055681,4.439332693830263,3.333333333333333,0.7727272727272727,0.7777777777777778,0.8466666666666668,0.8333333333333334,3.6,6.3,4.5,7.699999999999999,3.0,,1.0,1.0,2.0,4.183333333333334,1.0,0.7031898315178683,1.592252326792692,1,Sogdiana,-1.8221457277594597,0.3881111148072358
Southern Mesopotamia,132,iq_abbasid_cal_1,800,7.447158031342219,6.919078092376074,5.845098040014257,6.0,0.4545454545454545,0.9833333333333334,0.9333333333333333,0.8333333333333334,4.0,7.0,4.0,7.6,3.0,10.0,1.0,1.0,2.0,5.933333333333334,1.0,3.228365169744032,-0.5159619820339706,1,Sogdiana,1.7190783164812922,0.39801244206478237
Southern Mesopotamia,132,iq_abbasid_cal_1,900,7.0,6.0,5.954242509439325,6.0,0.4545454545454545,0.9833333333333334,0.9333333333333333,0.8333333333333334,4.0,7.0,4.0,7.6,3.0,10.0,1.0,1.0,2.0,5.933333333333334,1.0,2.908079176095584,-0.1774699973291842,1,Sogdiana,1.1697319985095764,0.39801244206478237
Sogdiana,287,uz_samanid_emp,900,6.778151250383644,5.778151250383644,5.113943352306837,5.666666666666667,0.8999999999999999,0.9166666666666666,0.8,0.8333333333333334,4.0,6.3,4.600000000000001,7.6,3.0,10.33333333333333,1.0,1.0,2.0,5.972222222222221,1.0,2.731723170443407,0.2553983022636686,1,Sogdiana,0.4073944148220605,0.6490818118097103
Sogdiana,289,kg_kara_khanid_dyn,1000,6.397940008672037,6.301029995663981,5.301029995663981,5.0,0.8818181818181817,0.7375,0.7866666666666667,0.8333333333333334,4.0,5.0,4.7,7.2,3.0,7.333333333333334,1.0,1.0,2.0,5.205555555555556,1.0,2.430591375602305,0.05025095275398698,1,Sogdiana,0.5882308662632438,0.38139235702532903
Sogdiana,289,kg_kara_khanid_dyn,1100,6.397940008672037,6.301029995663981,5.301029995663981,5.0,0.8818181818181817,0.7375,0.7866666666666667,0.8333333333333334,4.0,5.0,4.7,7.2,3.0,7.333333333333334,1.0,1.0,2.0,5.205555555555556,1.0,2.430591375602305,0.05025095275398698,1,Sogdiana,0.5882308662632438,0.38139235702532903
Sogdiana,289,kg_kara_khanid_dyn,1200,6.352182518111363,6.146128035678238,5.477121254719663,5.0,0.8818181818181817,0.7375,0.7866666666666667,0.8333333333333334,4.0,5.0,4.7,7.2,3.0,7.333333333333334,1.0,1.0,2.0,5.205555555555556,1.0,2.444655840446235,0.06169578489560815,1,Sogdiana,0.6143924969908597,0.38139235702532903
Sogdiana,370,uz_timurid_emp,1400,7.690196080028514,6.740362689494244,5.176091259055681,6.166666666666667,0.7999999999999999,0.9750000000000001,0.7933333333333333,0.8333333333333334,4.0,7.2,5.0,8.0,3.0,9.8,1.0,1.0,2.0,6.166666666666667,1.0,3.293610069772008,-0.3082681082438112,1,Sogdiana,1.3078795084237256,0.5974534625382183
Sogdiana,370,uz_timurid_emp,1500,7.690196080028514,6.740362689494244,5.176091259055681,6.166666666666667,0.7999999999999999,0.9750000000000001,0.7933333333333333,0.8333333333333334,4.0,7.2,5.0,8.0,3.0,9.8,1.0,1.0,2.0,6.166666666666667,1.0,3.293610069772008,-0.3082681082438112,1,Sogdiana,1.3078795084237256,0.5974534625382183
Middle Ganga,87,in_mauryan_emp,-300,8.0,6.602059991327963,5.431363764158988,6.0,0.7272727272727273,0.9666666666666668,0.7200000000000001,0.8333333333333334,4.0,7.0,5.5,7.733333333333333,3.0,10.36666666666667,1.0,1.0,2.0,6.266666666666667,1.0,3.221762806837496,-0.4478857108540579,2,Middle Ganga,1.560781871199943,0.40084139270979524
Middle Ganga,87,in_mauryan_emp,-200,8.0,6.602059991327963,5.431363764158988,6.0,0.7272727272727273,0.9666666666666668,0.7200000000000001,0.8333333333333334,4.0,7.0,5.5,7.733333333333333,3.0,10.36666666666667,1.0,1.0,2.0,6.266666666666667,1.0,3.221762806837496,-0.4478857108540579,2,Middle Ganga,1.560781871199943,0.40084139270979524
Sogdiana,127,af_kushan_emp,100,7.113943352306837,6.352182518111363,5.176091259055681,4.666666666666667,0.7777777777777778,0.8,0.7333333333333333,0.8333333333333334,4.0,5.4,5.9,8.0,3.0,10.83333333333333,1.0,1.0,2.0,6.188888888888889,1.0,2.423792569371715,-0.03802559059688711,2,Middle Ganga,0.8636496614852394,0.2659947452974952
Sogdiana,127,af_kushan_emp,200,7.161368002234975,6.352182518111363,5.0,4.666666666666667,0.7777777777777778,0.8,0.7333333333333333,0.8333333333333334,4.0,5.4,5.9,8.0,3.0,10.83333333333333,1.0,1.0,2.0,6.188888888888889,1.0,2.370470749939363,-0.00347065718061531,2,Middle Ganga,0.7687683166112383,0.2659947452974952
Sogdiana,127,af_kushan_emp,300,7.161368002234975,6.352182518111363,5.0,4.666666666666667,0.7777777777777778,0.8,0.7333333333333333,0.8333333333333334,4.0,5.4,5.9,8.0,3.0,10.83333333333333,1.0,1.0,2.0,6.188888888888889,1.0,2.370470749939363,-0.00347065718061531,2,Middle Ganga,0.7687683166112383,0.2659947452974952
Kachi Plain,98,in_mughal_emp,1600,8.113943352306837,6.585460729508501,5.602059991327963,5.666666666666667,0.9800000000000001,0.9,0.7333333333333333,0.8333333333333334,4.0,10.0,6.0,8.0,3.0,10.63333333333333,1.0,1.0,2.0,6.938888888888889,1.0,3.50157417384843,-0.3995292922834803,2,Middle Ganga,1.7202530818954347,0.6292791572946181
Kachi Plain,98,in_mughal_emp,1700,8.113943352306837,6.585460729508501,5.602059991327963,5.666666666666667,0.9800000000000001,0.9,0.7333333333333333,0.8333333333333334,4.0,10.0,6.0,8.0,3.0,10.63333333333333,1.0,1.0,2.0,6.938888888888889,1.0,3.50157417384843,-0.3995292922834803,2,Middle Ganga,1.7202530818954347,0.6292791572946181
Kachi Plain,98,in_mughal_emp,1800,8.113943352306837,6.585460729508501,5.602059991327963,5.666666666666667,0.9800000000000001,0.9818181818181819,0.7333333333333333,0.8333333333333334,4.0,10.0,6.0,8.0,3.0,10.63333333333333,1.0,1.0,2.0,6.938888888888889,1.0,3.609553036724896,-0.3192673016865797,2,Middle Ganga,1.7202530818954347,0.7334359764973795
Middle Yellow River Valley,244,cn_western_zhou_dyn,-1100,7.021189299069938,5.929418925714293,5.0,5.166666666666667,0.8500000000000001,0.8444444444444446,0.7,0.3333333333333333,2.0,5.0,5.9,7.8,3.0,8.933333333333334,1.0,0.1,1.1,5.438888888888889,0.125,1.868104112762929,-1.079582341845013,3,Middle Yellow River Valley,0.5133887232738122,0.042625517284988625
Middle Yellow River Valley,244,cn_western_zhou_dyn,-1000,7.021189299069938,5.929418925714293,5.0,5.166666666666667,0.8500000000000001,0.8444444444444446,0.7,0.3333333333333333,2.0,5.0,5.9,7.8,3.0,8.933333333333334,1.0,0.1,1.1,5.438888888888889,0.125,1.868104112762929,-1.079582341845013,3,Middle Yellow River Valley,0.5133887232738122,0.042625517284988625
Middle Yellow River Valley,244,cn_western_zhou_dyn,-900,7.130333768495007,5.929418925714293,5.096910013008056,5.166666666666667,0.8500000000000001,0.8444444444444446,0.7,0.3333333333333333,2.0,5.0,5.9,7.8,3.0,8.933333333333334,1.0,0.1,1.1,5.438888888888889,0.125,1.935528563498209,-1.126106302557259,3,Middle Yellow River Valley,0.6289881603136067,0.042625517284988625
Middle Yellow River Valley,244,cn_western_zhou_dyn,-800,7.130333768495007,5.929418925714293,5.096910013008056,5.166666666666667,0.8500000000000001,0.8444444444444446,0.7,0.3333333333333333,2.0,5.0,5.9,7.8,3.0,8.933333333333334,1.0,0.1,1.1,5.438888888888889,0.125,1.935528563498209,-1.126106302557259,3,Middle Yellow River Valley,0.6289881603136067,0.042625517284988625
Middle Yellow River Valley,253,cn_eastern_han_dyn,100,7.637052883817333,6.812913356642856,5.623249290397901,6.666666666666667,0.7909090909090909,0.9750000000000001,0.8400000000000001,0.8333333333333334,4.0,7.0,5.9,7.8,3.0,9.9,1.0,1.0,2.0,6.266666666666667,0.25,3.602430275758042,-0.4929732161213105,3,Middle Yellow River Valley,1.612901839435007,0.6512035247934704
Middle Yellow River Valley,253,cn_eastern_han_dyn,200,7.751947403027186,6.397940008672037,5.0,6.666666666666667,0.7000000000000001,0.9750000000000001,0.8400000000000001,0.8333333333333334,4.0,7.0,5.9,7.8,3.0,9.9,1.0,1.0,2.0,6.266666666666667,0.25,3.176662194459165,-0.2757165365274508,3,Middle Yellow River Valley,1.0660750207420133,0.5451178756054732
Middle Yellow River Valley,254,cn_western_jin_dyn,300,7.20854516083791,6.653212513775344,5.778151250383644,7.166666666666667,0.781818181818182,0.9400000000000002,0.8933333333333333,0.8333333333333334,3.0,8.0,5.7,7.9,3.0,8.933333333333334,1.0,1.0,2.0,6.088888888888889,1.0,3.596943314281664,-0.4890284600067727,3,Middle Yellow River Valley,1.4434419293105503,0.6695917039860575
Middle Yellow River Valley,258,cn_northern_wei_dyn,400,7.505149978319906,5.698970004336019,5.778151250383644,5.666666666666667,0.61,0.8700000000000001,0.9133333333333334,0.75,4.0,8.0,4.8,8.0,3.0,10.23333333333333,1.0,1.0,2.0,6.338888888888889,1.0,2.776259859529734,-0.3446289279686716,3,Middle Yellow River Valley,1.154299242138955,0.35451732589770324
Middle Yellow River Valley,258,cn_northern_wei_dyn,500,7.505149978319906,6.248708735600918,5.778151250383644,5.666666666666667,0.61,0.8700000000000001,0.9133333333333334,0.75,4.0,8.0,4.8,8.0,3.0,10.23333333333333,1.0,1.0,2.0,6.338888888888889,1.0,2.917247995554961,-0.5090830001175525,3,Middle Yellow River Valley,1.4009546698722282,0.35451732589770324
Middle Yellow River Valley,260,cn_sui_dyn,600,7.662757831681574,6.484299839346786,5.698970004336019,5.0,0.7454545454545454,0.890909090909091,0.9066666666666667,0.8333333333333334,4.0,7.0,5.600000000000001,7.9,3.0,10.23333333333333,1.0,1.0,2.0,6.288888888888889,0.5,3.153592917736865,-0.2027027963414038,3,Middle Yellow River Valley,1.527864006542367,0.5830515319817869
Middle Yellow River Valley,261,cn_tang_dyn_1,700,7.568201724066995,6.704750904290671,6.0,7.0,0.9,0.9500000000000001,0.9133333333333334,0.8333333333333334,4.0,8.0,5.7,7.8,3.0,10.66666666666667,1.0,1.0,2.0,6.527777777777779,0.5,3.951467791512639,-0.5320575729150873,3,Middle Yellow River Valley,1.7826572807141545,0.8478155946218935
Middle Yellow River Valley,264,cn_tang_dyn_2,800,7.676693609624866,6.510946948672973,6.0,5.5,0.990909090909091,0.9666666666666667,0.9,0.8333333333333334,4.0,8.1,5.7,7.8,3.0,10.66666666666667,1.0,1.0,2.0,6.544444444444444,0.5,3.77580049271687,-0.1948687896377453,3,Middle Yellow River Valley,1.74654675915893,0.956730194454905
Middle Yellow River Valley,264,cn_tang_dyn_2,900,7.845098040014257,6.176091259055681,6.0,5.5,0.990909090909091,0.9666666666666667,0.9,0.8333333333333334,4.0,8.1,5.7,7.8,3.0,10.66666666666667,1.0,1.0,2.0,6.544444444444444,0.5,3.737338045519988,-0.1289482819111523,3,Middle Yellow River Valley,1.6752276379462856,0.956730194454905
Middle Yellow River Valley,425,cn_northern_song_dyn,1000,7.903089986991944,6.472244352673473,5.698970004336019,7.833333333333333,0.990909090909091,0.9916666666666667,0.9333333333333333,1.0,4.0,9.0,5.9,8.0,3.0,9.533333333333333,1.0,1.0,2.0,6.572222222222222,1.0,4.407336868952091,-0.1020621145491808,3,Middle Yellow River Valley,1.6350871776336573,1.1406119863807687
Middle Yellow River Valley,425,cn_northern_song_dyn,1100,7.903089986991944,6.361727836017593,6.0,7.833333333333333,0.990909090909091,0.9916666666666667,0.9333333333333333,1.0,4.0,9.0,5.9,8.0,3.0,9.533333333333333,1.0,1.0,2.0,6.572222222222222,1.0,4.49297452969475,-0.1445624560756263,3,Middle Yellow River Valley,1.7856966572089388,1.1406119863807687
Middle Yellow River Valley,268,cn_yuan_dyn,1300,7.861806133250878,7.243038048686294,5.903089986991944,7.0,1.0,0.9090909090909091,0.9333333333333333,1.0,4.0,10.0,6.0,6.0,3.0,9.3,1.0,1.0,2.0,6.383333333333333,0.5,4.418482143760301,-0.3121722365891931,3,Middle Yellow River Valley,2.0973243561869674,1.046099317104188
Middle Yellow River Valley,269,cn_ming_dyn,1400,7.803266216296478,6.5910646070265,5.176091259055681,6.333333333333333,0.7272727272727273,0.9083333333333333,0.9333333333333333,1.0,4.0,10.0,5.0,7.6,3.0,11.66666666666667,1.0,1.0,2.0,6.877777777777777,0.125,3.487570425409515,0.06890224081101196,3,Middle Yellow River Valley,1.2938833803904812,0.7268779545475758
Middle Yellow River Valley,269,cn_ming_dyn,1500,7.706792007073972,6.658011396657113,5.827369273053825,6.333333333333333,0.7272727272727273,0.9083333333333333,0.9333333333333333,1.0,4.0,10.0,5.0,7.6,3.0,11.66666666666667,1.0,1.0,2.0,6.877777777777777,0.125,3.724174672659847,-0.09497996466103573,3,Middle Yellow River Valley,1.7118313221904675,0.7268779545475758
Middle Yellow River Valley,269,cn_ming_dyn,1600,8.0,6.562887381293879,5.848804701051804,6.333333333333333,0.8181818181818182,0.9083333333333333,0.9333333333333333,1.0,4.0,10.0,5.0,7.6,3.0,11.66666666666667,1.0,1.0,2.0,6.877777777777777,0.125,3.90615740988423,-0.09158351680854934,3,Middle Yellow River Valley,1.8208192173023474,0.8329636037355739
Middle Yellow River Valley,1,cn_qing_dyn_1,1700,8.079181246047625,7.117271295655764,5.872389388417821,8.0,0.8999999999999999,0.9916666666666667,0.9333333333333333,1.0,4.0,10.0,4.0,7.4,3.0,11.66666666666667,1.0,1.0,2.0,6.677777777777777,0.125,4.603257750158713,-0.4423861330969453,3,Middle Yellow River Valley,2.1223519651162697,1.03452633719277
Middle Yellow River Valley,2,cn_qing_dyn_2,1800,8.469822015978163,7.05307844348342,5.949825059090825,7.833333333333333,0.9181818181818181,1.0,0.8666666666666667,1.0,4.0,10.0,5.0,6.0,3.0,12.0,1.0,1.0,2.0,6.666666666666667,0.125,4.65133875397728,-0.5158682752037087,3,Middle Yellow River Valley,2.3281222385243074,0.974411135986238
Orkhon Valley,442,mn_mongol_early,1000,5.0,4.903089986991944,2.698970004336019,2.666666666666667,0.3545454545454546,0.0,0.1333333333333333,0.1666666666666667,3.0,5.0,5.0,6.0,3.0,4.833333333333333,1.0,1.0,2.0,4.472222222222222,0.25,-2.893733145544622,-1.133373320942249,5,Orkhon Valley,-2.4246044734761365,-2.4981257807675656
Orkhon Valley,442,mn_mongol_early,1100,5.0,4.903089986991944,2.698970004336019,2.666666666666667,0.3545454545454546,0.0,0.1333333333333333,0.1666666666666667,3.0,5.0,5.0,6.0,3.0,4.833333333333333,1.0,1.0,2.0,4.472222222222222,0.25,-2.893733145544622,-1.133373320942249,5,Orkhon Valley,-2.4246044734761365,-2.4981257807675656
Orkhon Valley,442,mn_mongol_early,1200,5.0,4.903089986991944,2.698970004336019,2.666666666666667,0.3636363636363636,0.0,0.1333333333333333,0.1666666666666667,3.0,5.0,5.0,6.0,3.0,4.833333333333333,1.0,1.0,2.0,4.472222222222222,0.25,-2.88216247283211,-1.129377764351145,5,Orkhon Valley,-2.4246044734761365,-2.4875172158487655
Middle Yellow River Valley,2,cn_qing_dyn_2,1800,8.469822015978163,7.05307844348342,5.949825059090825,7.833333333333333,0.9181818181818181,1.0,0.8666666666666667,1.0,4.0,10.0,5.0,6.0,3.0,12.0,1.0,1.0,2.0,6.666666666666667,0.125,4.65133875397728,-0.5158682752037087,5,Orkhon Valley,2.3281222385243074,0.974411135986238
North Colombia,436,co_tairona,1100,3.212320803141976,2.176091259055681,2.176091259055681,1.833333333333333,0.2333333333333333,0.975,0.06,0.5,1.8,4.0,1.3,0.4,0.0,1.5,0.0,0.1,0.1,1.5,1.0,-3.029852986796035,1.981070952819883,6,North Colombia,-4.833680549735129,-1.287334904701881
