artist,date,genre,style,PC1,PC2
Agnes Martin,1973.0,abstract,Minimalism,-2.635003741795718,0.1721961870642914
Agnes Martin,1975.0,abstract,Minimalism,-1.8335367510675662,-0.5414156056767593
Agnes Martin,1976.0,abstract,Minimalism,0.8692597023221705,-2.953829547479957
Agnes Martin,1977.0,abstract,Minimalism,-2.2936604731969683,-0.13230370541503764
Agnes Martin,1978.0,abstract,Minimalism,-1.7479084797604125,-0.6164150431301038
Agnes Martin,1979.0,abstract,Minimalism,-2.587018694943992,0.22644737876626775
Agnes Martin,1980.0,abstract,Minimalism,-2.2811118483290254,-0.13548652531205982
Agnes Martin,1981.0,abstract,Minimalism,-2.615850978338468,0.15511070464843646
Agnes Martin,1989.0,abstract,Minimalism,-2.635003741795717,0.1721961870642914
Agnes Martin,1994.0,abstract,Minimalism,-1.6920344978496757,-0.6680798580846263
Agnes Martin,1996.0,abstract,Minimalism,-2.635003741795718,0.1721961870642914
Agnes Martin,1997.0,abstract,Minimalism,-2.2356109346655164,-0.18408758360271676
Agnes Martin,1998.0,abstract,Minimalism,-2.6805466905919646,0.11732371202025837
Agnes Martin,1999.0,abstract,Minimalism,-2.0591747546725925,-0.34147987101431515
Agnes Martin,2001.0,abstract,Minimalism,-2.9218776119415857,-0.38611717369764353
Agnes Martin,2002.0,abstract,Minimalism,-2.635003741795718,0.1721961870642914
Agnes Martin,2003.0,abstract,Minimalism,-0.1647772160439542,2.9649981449318688
Agnolo Bronzino,1530.0,portrait,Mannerism (Late Renaissance),1.3048468532449269,0.21691488568544656
Agnolo Bronzino,1532.0,portrait,Mannerism (Late Renaissance),1.981507540718501,0.6138792862538278
Agnolo Bronzino,1540.0,portrait,Mannerism (Late Renaissance),1.268315482382176,0.8105777236747175
Agnolo Bronzino,1542.0,portrait,Mannerism (Late Renaissance),0.3300287260466581,-0.2720202480325016
Agnolo Bronzino,1543.0,portrait,Mannerism (Late Renaissance),2.7340213615966085,-1.146820093669749
Agnolo Bronzino,1545.0,portrait,Mannerism (Late Renaissance),1.662010291045131,-4.6710027259024585e-05
Agnolo Bronzino,1546.0,portrait,Mannerism (Late Renaissance),1.5487885689067384,0.07129010215039772
Agnolo Bronzino,1550.0,religious painting,Mannerism (Late Renaissance),1.8149120920760562,-0.7076239611714937
Agnolo Bronzino,1551.0,portrait,Mannerism (Late Renaissance),2.1467727604773894,0.13971954027245992
Agnolo Bronzino,1552.0,portrait,Mannerism (Late Renaissance),1.2288270775025274,0.619760583584818
Agnolo Bronzino,1553.0,portrait,Mannerism (Late Renaissance),1.3031922164283674,0.6366330587437145
Agnolo Bronzino,1555.0,religious painting,Mannerism (Late Renaissance),0.15637574185695113,-0.17049987009288706
Agnolo Bronzino,1556.0,portrait,Mannerism (Late Renaissance),0.5687829312590008,0.33349368891182785
Agnolo Bronzino,1561.0,religious painting,Mannerism (Late Renaissance),0.6943498098446933,-0.03870912152584224
Agnolo Bronzino,1562.0,portrait,Mannerism (Late Renaissance),1.1468220900015604,0.23847267154417098
Agnolo Bronzino,1564.0,allegorical painting,Mannerism (Late Renaissance),1.6308479908953324,-1.8059539904823618
Agnolo Bronzino,1565.0,religious painting,Mannerism (Late Renaissance),2.1282890494722024,-0.4591786341274245
Agnolo Bronzino,1569.0,religious painting,Mannerism (Late Renaissance),0.9321930892265415,-1.7697089386547284
Agostino Carracci,1578.0,religious painting,Baroque,-2.0549233433201857,0.8256833620296301
Agostino Carracci,1582.0,religious painting,Baroque,0.9997999240116797,-0.20343217442568545
Agostino Carracci,1587.0,portrait,Baroque,-1.4357456823218055,1.527422968731262
Agostino Carracci,1589.0,portrait,Baroque,-1.761369734498519,1.1599140099456502
Agostino Carracci,1590.0,religious painting,Baroque,0.8167273485782051,0.46931760257979294
Agostino Carracci,1592.0,religious painting,Baroque,1.1640739422531081,-0.8658503489012911
Agostino Carracci,1595.0,mythological painting,Baroque,-0.2632682196340124,-0.8245707949471234
Agostino Carracci,1598.0,portrait,Baroque,2.2053202567732146,-0.04835889001699922
Agostino Carracci,1599.0,landscape,Baroque,-0.9273062495870223,1.0733309480846118
Agostino Carracci,1600.0,genre painting,Baroque,1.9776539210487636,-1.0529513170480662
Akseli Gallen-Kallela,1884.0,genre painting,Romanticism,-1.791183215942724,0.8225726396284555
Akseli Gallen-Kallela,1885.0,genre painting,Romanticism,0.5737483220370798,0.38153370161652406
Akseli Gallen-Kallela,1886.0,genre painting,Romanticism,-1.243733183805647,1.1972835900129133
Akseli Gallen-Kallela,1887.0,genre painting,Romanticism,0.9427324483973223,1.5502212936010231
Akseli Gallen-Kallela,1888.0,nude painting (nu),Impressionism,-0.014740729644513336,1.88092043243867
Akseli Gallen-Kallela,1889.0,genre painting,Romanticism,-1.4765495801705906,0.28288666058219003
Akseli Gallen-Kallela,1890.0,genre painting,Impressionism,1.0894139173545287,-0.5904089477697293
Akseli Gallen-Kallela,1891.0,landscape,Romanticism,-0.46961546336480253,0.44799051173150345
Akseli Gallen-Kallela,1892.0,genre painting,Romanticism,1.982428962629919,-0.1963568901177956
Akseli Gallen-Kallela,1893.0,landscape,Romanticism,-1.2755940071113707,1.4823957240963908
Akseli Gallen-Kallela,1894.0,symbolic painting,Symbolism,0.47620601241572613,1.7064534133280027
Akseli Gallen-Kallela,1896.0,mythological painting,Art Nouveau (Modern),-0.1989113523818094,2.072201786042923
Akseli Gallen-Kallela,1897.0,mythological painting,Symbolism,1.1343287199786842,0.36384329143039856
Akseli Gallen-Kallela,1899.0,landscape,Expressionism,1.0761763365112595,-0.39192662028290315
Akseli Gallen-Kallela,1900.0,sketch and study,Art Nouveau (Modern),0.6245194635768873,-2.6307390082099986
Akseli Gallen-Kallela,1902.0,genre painting,Symbolism,-1.7722326260102514,-1.026609199443459
Akseli Gallen-Kallela,1903.0,sketch and study,Art Nouveau (Modern),0.7904560339208077,1.3388889047619748
Akseli Gallen-Kallela,1905.0,landscape,Art Nouveau (Modern),-1.1937763547294564,1.6673909449807
Akseli Gallen-Kallela,1906.0,landscape,Art Nouveau (Modern),-1.1575657588581338,0.27556546830197837
Akseli Gallen-Kallela,1907.0,mythological painting,Art Nouveau (Modern),0.7076657881924839,0.5119113122124659
Akseli Gallen-Kallela,1908.0,landscape,Expressionism,0.2325792869854031,1.648091175823854
Akseli Gallen-Kallela,1909.0,landscape,Expressionism,-0.7129432556915771,-0.34705799022972994
Akseli Gallen-Kallela,1914.0,portrait,Expressionism,0.6078663171986005,-1.3044298117294886
Akseli Gallen-Kallela,1922.0,poster,Expressionism,1.5438347946689486,-0.4313642163376793
Akseli Gallen-Kallela,1928.0,mythological painting,Art Nouveau (Modern),0.9169798208734254,-0.6182792128168044
Al Held,1954.0,abstract,Abstract Expressionism,2.2959842420578926,0.0538141837797901
Al Held,1955.0,abstract,Abstract Expressionism,1.7583836032270492,0.9451853555539859
Al Held,1959.0,abstract,Hard Edge Painting,-1.1156769410272471,-1.1332489121756142
Al Held,1960.0,abstract,Hard Edge Painting,0.06931263550643381,-1.6818883858116183
Al Held,1961.0,abstract,Hard Edge Painting,0.15985842693102226,-0.9692166285951501
Al Held,1963.0,abstract,Hard Edge Painting,0.8551695912712292,1.0899044632066932
Al Held,1964.0,abstract,Hard Edge Painting,-2.386926114419098,0.449040284657188
Al Held,1965.0,abstract,Hard Edge Painting,-1.9974679809574825,0.5710401036139315
Al Held,1966.0,abstract,Hard Edge Painting,-1.7754470235982935,0.43378338886795365
Al Held,1967.0,abstract,Hard Edge Painting,-1.3277193066407909,-0.5791721304251621
Al Held,1968.0,abstract,Hard Edge Painting,-1.060036937267401,0.3799455964954966
Al Held,1978.0,abstract,Op Art,-1.4818289886217664,-1.9481873764924411
Al Held,1984.0,abstract,Op Art,-0.7412662487062723,-0.9009055100817787
Al Held,1987.0,abstract,Op Art,-1.8148885659137899,1.0919427428585398
Al Held,1989.0,abstract,Op Art,-0.0952257172500718,-2.1465566849513675
Al Held,1990.0,abstract,Op Art,0.3187352715302461,-1.8577767742646512
Al Held,1994.0,abstract,Hard Edge Painting,1.1978067712433376,-2.6363621378288253
Al Held,1999.0,abstract,Op Art,-2.1468450936310264,-0.2951858426331789
Aladar Korosfoi-Kriesch,1894.0,portrait,Art Nouveau (Modern),1.8416391612296679,-0.1111906336239213
Aladar Korosfoi-Kriesch,1896.0,portrait,Art Nouveau (Modern),1.8238705127469,-2.0717879888731456
